priority,name,category,latitude,longitude,own_brand_note,competitor_count,competitor_brands,competitor_max_kw,source_id,next_step
HIGH,İlk Umut Tıp Merkezi,clinic,39.9647294,32.7182717,,0,,0.0,node/663571868,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,İtfaiye Meydanı,mall,39.9348906,32.8576586,,0,,0.0,node/8147301794,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,İtfaiye Çarşısı,mall,39.9568397,32.8589701,,0,,0.0,way/1124689361,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Şafaktepe Aile Sağlığı Merkezi,clinic,39.9383592,32.8878968,,0,,0.0,node/4344334890,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Şehit Savaş Bıyıklı Aile Sağlığı Merkezi,clinic,39.9661474,32.9816083,,0,,0.0,way/418127185,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Şehit Ömer Öztürk Sağlık Ocağı,clinic,40.0041187,32.8808165,,0,,0.0,way/412344851,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Şehit Ömür Gülünay Aile Sağlığı Merkezi,clinic,39.954759,32.7445993,,0,,0.0,way/1376321138,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Şenlik Aile Sağlığı Merkezi,clinic,39.9938408,32.8736559,,0,,0.0,node/4078116504,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Şenyuva Aile Sağlığı Merkezi,clinic,40.01394,32.8911526,,0,,0.0,way/443776710,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Şevket Sağlık Ocağı,clinic,39.9856944,32.8811668,,0,,0.0,way/313309260,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
HIGH,Şirintepe Aile Sağlığı Merkezi,clinic,39.9150609,32.9241993,,0,,0.0,way/430036393,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,ANKAmall,mall,39.9512681,32.831205,,1,ASTOR,300.0,relation/12002789,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Ambrosia,mall,39.9074572,32.8075192,,2,"Sepaş Akıllı Çözümler Anonim Şirketi, wat mobilite",200.0,way/13292008,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Anatolium Ankara Alışveriş Merkezi,mall,39.8871886,32.9326798,zes 60kW,2,"ASTOR, Otopriz",180.0,way/293514978,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Ankuva AVM,mall,39.8837066,32.7560383,,2,"EKA ENERJİ, oncharge",180.0,way/267154216,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Antares AVM,mall,39.9702885,32.8211112,,2,"Otopriz, Wattarya",180.0,way/231372470,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Arcadium AVM,mall,39.8827804,32.6857359,zes 60kW; zes 60kW,1,ASTOR,180.0,way/172594505,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Batıkent Meydan AVM,mall,39.9686394,32.7171293,,2,"EVC CHARGE, VOLTRUN",200.0,way/310406901,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Bayındır Hastanesi,hospital,39.9106628,32.8112279,,6,"KES, NEVA ŞARJ, eşarj, spectrum girişimcilik",240.0,way/382475113,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Beytepe Aile Sağlığı Merkezi,clinic,39.8617149,32.7144499,,1,Otopriz,180.0,node/13673970079,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Cyberpark H Blok,business_centre,39.8705109,32.746497,,1,oncharge,160.0,way/1167942563,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Dent Ala Diş Kliniği,clinic,39.8695529,32.685596,,2,NEVA ŞARJ,240.0,node/13955444601,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Deva Tıp Merkezi,hospital,39.980181,32.8222229,,1,ASTOR,180.0,way/227701865,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Dünya Göz Hastanesi,hospital,39.9104521,32.8569099,zes 0kW,3,"eşarj, ÇELİKLER ENERJİ",180.0,way/225730980,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Düzen Labaratuvarları,clinic,39.9024804,32.8595423,,1,NEVA ŞARJ,120.0,node/4798923417,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Ertuğ Pasajı,business_centre,39.9054817,32.8603539,,1,solinved,120.0,way/225734135,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Eryaman AVM,mall,39.9699866,32.6210737,,1,ZEPLİN CAR rental,120.0,node/13752236086,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Eryaman Port AVM,mall,39.9649924,32.6078337,,1,Otopriz,180.0,way/1376050702,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Eskihisar Otomotiv,business_centre,40.0377654,32.9044014,,1,D-Charge,180.0,way/218833257,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Eskihisar Plaza AVM,business_centre,40.0370611,32.9040524,,1,D-Charge,180.0,way/218681054,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Etimesgut Toplum Sağlığı Merkezi,clinic,39.9667486,32.6550903,,1,ZEPLİN CAR rental,120.0,way/496423765,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,FizyoCare Fizik Tedavi ve Rehabilitasyon Merkezi,hospital,39.8710536,32.6846575,,2,NEVA ŞARJ,240.0,way/392401137,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Forum Gordion AVM,mall,39.9003055,32.6911149,Trugo 60kW,3,"ASTOR, Plug&drive, TORA",160.0,way/1498416042,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Galaxy Alışveriş Merkezi,mall,39.9881099,32.6091405,,1,Sky World Solar Enerji,120.0,way/187284496,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Gimat Gross,mall,39.9604166,32.767702,,1,NEVA ŞARJ,120.0,way/1092567781,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Gimsa Park Eryaman,mall,39.9647965,32.6509677,,1,NEVA ŞARJ,120.0,way/421789879,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Hamesa Cadde,mall,39.9813698,32.8222268,,1,ASTOR,180.0,way/1054870901,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Karum,mall,39.900406,32.8634804,zes 0kW; zes 60kW,2,"EN YAKIT, eşarj",150.0,way/67522918,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Kasım Bayram Plaza,mall,39.8773032,32.8630792,,3,"NEVA ŞARJ, eşarj, önizşarj",240.0,way/680667901,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Kozlar Çarşısı,mall,39.9026134,32.8614313,,2,"NEVA ŞARJ, solinved",120.0,node/75316307,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Kuğulu Pasajı,mall,39.9028652,32.8606937,,2,"NEVA ŞARJ, solinved",120.0,way/404511353,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Liv Hospital,hospital,39.911912,32.8566825,zes 0kW,3,"eşarj, ÇELİKLER ENERJİ",180.0,way/387216160,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Lokman Ekim Akay Hastanesi,hospital,39.9125684,32.8577472,zes 0kW; zes 0kW,1,eşarj,180.0,way/67522907,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Madalyon Psikiyatri Merkezi,hospital,39.9035953,32.8592906,,2,"NEVA ŞARJ, solinved",120.0,way/225734170,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Medicana Ankara,hospital,39.9101306,32.7996409,,3,"ASTOR, Otopriz, ŞARJTAK",180.0,way/422223198,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Memorial Ankara Hastanesi,hospital,39.9036739,32.8152018,zes 60kW,3,"ASTOR, eşarj",300.0,way/471137376,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Nata Vega Outlet AVM,mall,39.8874825,32.9344943,zes 60kW,2,"ASTOR, Otopriz",180.0,way/293514980,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Optimum Outlet Center,mall,39.9653357,32.6317515,,1,RÖNESANS CHARGER,180.0,way/52058533,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Prof. Dr. Esin Yalçınkaya,clinic,39.9087706,32.7439587,,3,"ASTOR, Otopriz, eşarj",300.0,node/13848541297,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Sağlık Merkezi,clinic,39.8683183,32.7491176,,1,oncharge,160.0,node/2052361533,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Seğmenler İş Hanı,business_centre,39.9045309,32.8602284,,2,"NEVA ŞARJ, solinved",120.0,way/225734222,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,TOBB ETÜ Hastanesi,hospital,39.9132337,32.8059016,zes 0kW,1,i-şarj,180.0,way/405488845,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Tunalı Pasajı,mall,39.9056261,32.8608243,,1,solinved,120.0,node/247208709,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Turgut Özal 2 Nolu Aile Sağlığı Merkezi,clinic,39.9892713,32.7089294,,1,EN YAKIT,180.0,node/10583169880,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Türkiye İstatistik Kurumu,business_centre,39.9161842,32.8443247,,1,U-ŞARJ,200.0,way/879702097,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Vega Center,mall,39.9151339,32.7662595,,1,Otopriz,180.0,way/1546963301,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Yeni Batı 2 Aile Sağlığı Merkezi,hospital,39.9832711,32.6599008,,1,eşarj,180.0,way/1111722167,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Yenimahalle Eğitim ve Araştırma Hastanesi Ostim Semt Polikliniği,clinic,39.9687815,32.7457428,,2,ASTOR,160.0,way/406551598,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Çankaya Polikliniği,clinic,39.8770872,32.8646812,,3,"NEVA ŞARJ, eşarj, önizşarj",240.0,way/9865583,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Özel Eryaman Hastanesi,hospital,39.9718079,32.6524364,,1,Plug&drive,120.0,way/475832644,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Özel Mim Hastanesi,hospital,39.8761712,32.8595368,,1,wat mobilite,150.0,way/439689214,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Özel Satıroğlu Nar Hastanesi,hospital,39.896919,32.8774351,,1,SHELL,180.0,way/228548621,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Özel Veni Vidi Mamak Hastanesi,hospital,39.9199634,32.9081261,,1,EN YAKIT,180.0,way/406914944,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Özel Yüzüncü Yıl Hastanesi,hospital,39.8919509,32.8102784,,3,"ASTOR, ECOBOX, eşarj",180.0,way/471122979,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Özel Zümrüt Polikliniği,clinic,39.9840336,32.8886082,,1,oğultürk PANO,120.0,way/410009608,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Özel Çankaya Hastanesi,hospital,39.9047963,32.8633166,,1,solinved,120.0,node/75319365,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,Üçhisar İş Merkezi,business_centre,40.0379824,32.903715,,1,D-Charge,180.0,way/218836956,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
MEDIUM,İs Bankası Ankara Teknoloji ve Operasyon Merkezi,business_centre,39.9141046,32.7668559,,1,Otopriz,180.0,way/1546963302,"Contact the site manager, gauge interest, send an engineer to cost the installation, then prepare a commercial offer."
